Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Date,IFNULLSign,Table Name,ValueNumberSigns,DateAdd,Raw Value,ScaledValue,Suffix,Value
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2004,$,investors,$,1/12/1999,707400000,707.4,m,707.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2004,$,investors,$,1/01/2000,5202200000,5.2022,b,5202.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2004,$,investors,$,1/01/2000,754000000,754,m,754
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2005,$,investors,$,1/02/2000,3923700000,3.9237,b,3923.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2005,$,investors,$,1/02/2000,510500000,510.5,m,510.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2005,$,investors,$,1/03/2000,4773200000,4.7732,b,4773.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2005,$,investors,$,1/03/2000,648800000,648.8,m,648.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2005,$,investors,$,1/04/2000,5370100000,5.3701,b,5370.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2005,$,investors,$,1/04/2000,766800000,766.8,m,766.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2005,$,investors,$,1/05/2000,5187600000,5.1876,b,5187.6
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2005,$,investors,$,1/05/2000,670400000,670.4,m,670.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2005,$,investors,$,1/06/2000,5066100000,5.0661,b,5066.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2005,$,investors,$,1/06/2000,989400000,989.4,m,989.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2005,$,investors,$,1/07/2000,5264400000,5.2644,b,5264.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2005,$,investors,$,1/07/2000,1199500000,1.1995,b,1199.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2005,$,investors,$,1/08/2000,4588300000,4.5883,b,4588.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2005,$,investors,$,1/08/2000,946900000,946.9,m,946.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2005,$,investors,$,1/09/2000,4899900000,4.8999,b,4899.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2005,$,investors,$,1/09/2000,1052600000,1.0526,b,1052.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2005,$,investors,$,1/10/2000,4920300000,4.9203,b,4920.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2005,$,investors,$,1/10/2000,925200000,925.2,m,925.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2005,$,investors,$,1/11/2000,5090000000,5.09,b,5090
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2005,$,investors,$,1/11/2000,904800000,904.8,m,904.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2005,$,investors,$,1/12/2000,5580100000,5.5801,b,5580.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2005,$,investors,$,1/12/2000,920400000,920.4,m,920.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2005,$,investors,$,1/01/2001,5052000000,5.052,b,5052
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2005,$,investors,$,1/01/2001,1116900000,1.1169,b,1116.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2006,$,investors,$,1/02/2001,4226400000,4.2264,b,4226.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2006,$,investors,$,1/02/2001,628800000,628.8,m,628.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2006,$,investors,$,1/03/2001,4671300000,4.6713,b,4671.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2006,$,investors,$,1/03/2001,863800000,863.8,m,863.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2006,$,investors,$,1/04/2001,5862900000,5.8629,b,5862.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2006,$,investors,$,1/04/2001,967200000,967.2,m,967.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2006,$,investors,$,1/05/2001,4646200000,4.6462,b,4646.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2006,$,investors,$,1/05/2001,918500000,918.5,m,918.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2006,$,investors,$,1/06/2001,6621500000,6.6215,b,6621.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2006,$,investors,$,1/06/2001,933200000,933.2,m,933.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2006,$,investors,$,1/07/2001,7009300000,7.0093,b,7009.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2006,$,investors,$,1/07/2001,1011900000,1.0119,b,1011.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2006,$,investors,$,1/08/2001,5315700000,5.3157,b,5315.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2006,$,investors,$,1/08/2001,893500000,893.5,m,893.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2006,$,investors,$,1/09/2001,5793000000,5.793,b,5793
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2006,$,investors,$,1/09/2001,987300000,987.3,m,987.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2006,$,investors,$,1/10/2001,4816400000,4.8164,b,4816.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2006,$,investors,$,1/10/2001,841800000,841.8,m,841.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2006,$,investors,$,1/11/2001,4965200000,4.9652,b,4965.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2006,$,investors,$,1/11/2001,814000000,814,m,814
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2006,$,investors,$,1/12/2001,5353200000,5.3532,b,5353.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2006,$,investors,$,1/12/2001,955900000,955.9,m,955.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2006,$,investors,$,1/01/2002,4906200000,4.9062,b,4906.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2006,$,investors,$,1/01/2002,828300000,828.3,m,828.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2007,$,investors,$,1/02/2002,4570500000,4.5705,b,4570.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2007,$,investors,$,1/02/2002,862100000,862.1,m,862.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2007,$,investors,$,1/03/2002,4967500000,4.9675,b,4967.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2007,$,investors,$,1/03/2002,1024700000,1.0247,b,1024.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2007,$,investors,$,1/04/2002,6059500000,6.0595,b,6059.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2007,$,investors,$,1/04/2002,1104200000,1.1042,b,1104.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2007,$,investors,$,1/05/2002,5628400000,5.6284,b,5628.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2007,$,investors,$,1/05/2002,1064100000,1.0641,b,1064.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2007,$,investors,$,1/06/2002,7321200000,7.3212,b,7321.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2007,$,investors,$,1/06/2002,1239100000,1.2391,b,1239.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2007,$,investors,$,1/07/2002,7867500000,7.8675,b,7867.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2007,$,investors,$,1/07/2002,1182400000,1.1824,b,1182.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2007,$,investors,$,1/08/2002,6657400000,6.6574,b,6657.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2007,$,investors,$,1/08/2002,1123800000,1.1238,b,1123.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2007,$,investors,$,1/09/2002,6855100000,6.8551,b,6855.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2007,$,investors,$,1/09/2002,1169900000,1.1699,b,1169.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2007,$,investors,$,1/10/2002,5719700000,5.7197,b,5719.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2007,$,investors,$,1/10/2002,1019300000,1.0193,b,1019.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2007,$,investors,$,1/11/2002,6325400000,6.3254,b,6325.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2007,$,investors,$,1/11/2002,1158500000,1.1585,b,1158.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2007,$,investors,$,1/12/2002,6766900000,6.7669,b,6766.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2007,$,investors,$,1/12/2002,1238000000,1.238,b,1238
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2007,$,investors,$,1/01/2003,5836600000,5.8366,b,5836.6
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2007,$,investors,$,1/01/2003,1096100000,1.0961,b,1096.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2008,$,investors,$,1/02/2003,5113000000,5.113,b,5113
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2008,$,investors,$,1/02/2003,1052600000,1.0526,b,1052.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2008,$,investors,$,1/03/2003,5387400000,5.3874,b,5387.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2008,$,investors,$,1/03/2003,1154300000,1.1543,b,1154.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2008,$,investors,$,1/04/2003,5007400000,5.0074,b,5007.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2008,$,investors,$,1/04/2003,1146700000,1.1467,b,1146.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2008,$,investors,$,1/05/2003,5366200000,5.3662,b,5366.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2008,$,investors,$,1/05/2003,1207900000,1.2079,b,1207.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2008,$,investors,$,1/06/2003,5327800000,5.3278,b,5327.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2008,$,investors,$,1/06/2003,1266100000,1.2661,b,1266.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2008,$,investors,$,1/07/2003,5367000000,5.367,b,5367
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2008,$,investors,$,1/07/2003,1197100000,1.1971,b,1197.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2008,$,investors,$,1/08/2003,4874900000,4.8749,b,4874.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2008,$,investors,$,1/08/2003,1362700000,1.3627,b,1362.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2008,$,investors,$,1/09/2003,4583800000,4.5838,b,4583.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2008,$,investors,$,1/09/2003,1131100000,1.1311,b,1131.1
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2008,$,investors,$,1/10/2003,4667100000,4.6671,b,4667.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2008,$,investors,$,1/10/2003,1246400000,1.2464,b,1246.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2008,$,investors,$,1/11/2003,5037800000,5.0378,b,5037.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2008,$,investors,$,1/11/2003,1397400000,1.3974,b,1397.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2008,$,investors,$,1/12/2003,4370400000,4.3704,b,4370.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2008,$,investors,$,1/12/2003,1281000000,1.281,b,1281
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2008,$,investors,$,1/01/2004,4721000000,4.721,b,4721
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2008,$,investors,$,1/01/2004,1509200000,1.5092,b,1509.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2009,$,investors,$,1/02/2004,3778800000,3.7788,b,3778.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2009,$,investors,$,1/02/2004,1229000000,1.229,b,1229
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2009,$,investors,$,1/03/2004,3989000000,3.989,b,3989
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2009,$,investors,$,1/03/2004,1382500000,1.3825,b,1382.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2009,$,investors,$,1/04/2004,4886200000,4.8862,b,4886.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2009,$,investors,$,1/04/2004,1660700000,1.6607,b,1660.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2009,$,investors,$,1/05/2004,4895200000,4.8952,b,4895.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2009,$,investors,$,1/05/2004,1617300000,1.6173,b,1617.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2009,$,investors,$,1/06/2004,5442000000,5.442,b,5442
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2009,$,investors,$,1/06/2004,1648800000,1.6488,b,1648.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2009,$,investors,$,1/07/2004,6161400000,6.1614,b,6161.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2009,$,investors,$,1/07/2004,1785300000,1.7853,b,1785.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2009,$,investors,$,1/08/2004,5809300000,5.8093,b,5809.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2009,$,investors,$,1/08/2004,1538900000,1.5389,b,1538.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2009,$,investors,$,1/09/2004,5509000000,5.509,b,5509
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2009,$,investors,$,1/09/2004,1346600000,1.3466,b,1346.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2009,$,investors,$,1/10/2004,5698700000,5.6987,b,5698.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2009,$,investors,$,1/10/2004,1320400000,1.3204,b,1320.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2009,$,investors,$,1/11/2004,5733700000,5.7337,b,5733.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2009,$,investors,$,1/11/2004,1224900000,1.2249,b,1224.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2009,$,investors,$,1/12/2004,6112100000,6.1121,b,6112.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2009,$,investors,$,1/12/2004,1249900000,1.2499,b,1249.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2009,$,investors,$,1/01/2005,6064100000,6.0641,b,6064.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2009,$,investors,$,1/01/2005,1036200000,1.0362,b,1036.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2010,$,investors,$,1/02/2005,4564800000,4.5648,b,4564.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2010,$,investors,$,1/02/2005,755600000,755.6,m,755.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2010,$,investors,$,1/03/2005,5091600000,5.0916,b,5091.6
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2010,$,investors,$,1/03/2005,741800000,741.8,m,741.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2010,$,investors,$,1/04/2005,6349300000,6.3493,b,6349.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2010,$,investors,$,1/04/2005,926500000,926.5,m,926.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2010,$,investors,$,1/05/2005,5835000000,5.835,b,5835
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2010,$,investors,$,1/05/2005,766000000,766,m,766
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2010,$,investors,$,1/06/2005,6399200000,6.3992,b,6399.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2010,$,investors,$,1/06/2005,998000000,998,m,998
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2010,$,investors,$,1/07/2005,7083000000,7.083,b,7083
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2010,$,investors,$,1/07/2005,1117200000,1.1172,b,1117.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2010,$,investors,$,1/08/2005,5813700000,5.8137,b,5813.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2010,$,investors,$,1/08/2005,950600000,950.6,m,950.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2010,$,investors,$,1/09/2005,5384500000,5.3845,b,5384.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2010,$,investors,$,1/09/2005,913300000,913.3,m,913.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2010,$,investors,$,1/10/2005,5433000000,5.433,b,5433
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2010,$,investors,$,1/10/2005,954700000,954.7,m,954.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2010,$,investors,$,1/11/2005,5265400000,5.2654,b,5265.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2010,$,investors,$,1/11/2005,945000000,945,m,945
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2010,$,investors,$,1/12/2005,5759000000,5.759,b,5759
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2010,$,investors,$,1/12/2005,1030800000,1.0308,b,1030.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2010,$,investors,$,1/01/2006,5899200000,5.8992,b,5899.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2010,$,investors,$,1/01/2006,1050300000,1.0503,b,1050.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2011,$,investors,$,1/02/2006,3939500000,3.9395,b,3939.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2011,$,investors,$,1/02/2006,708700000,708.7,m,708.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2011,$,investors,$,1/03/2006,4479800000,4.4798,b,4479.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2011,$,investors,$,1/03/2006,821000000,821,m,821
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2011,$,investors,$,1/04/2006,5176800000,5.1768,b,5176.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2011,$,investors,$,1/04/2006,1078200000,1.0782,b,1078.2
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2011,$,investors,$,1/05/2006,4698900000,4.6989,b,4698.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2011,$,investors,$,1/05/2006,996700000,996.7,m,996.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2011,$,investors,$,1/06/2006,5768900000,5.7689,b,5768.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2011,$,investors,$,1/06/2006,1270300000,1.2703,b,1270.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2011,$,investors,$,1/07/2006,5871800000,5.8718,b,5871.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2011,$,investors,$,1/07/2006,1430900000,1.4309,b,1430.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2011,$,investors,$,1/08/2006,4934700000,4.9347,b,4934.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2011,$,investors,$,1/08/2006,1195500000,1.1955,b,1195.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2011,$,investors,$,1/09/2006,5328100000,5.3281,b,5328.1
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2011,$,investors,$,1/09/2006,1284500000,1.2845,b,1284.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2011,$,investors,$,1/10/2006,5147400000,5.1474,b,5147.4
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2011,$,investors,$,1/10/2006,1291800000,1.2918,b,1291.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2011,$,investors,$,1/11/2006,4732500000,4.7325,b,4732.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2011,$,investors,$,1/11/2006,1147700000,1.1477,b,1147.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2011,$,investors,$,1/12/2006,5494700000,5.4947,b,5494.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2011,$,investors,$,1/12/2006,1267600000,1.2676,b,1267.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2011,$,investors,$,1/01/2007,5389200000,5.3892,b,5389.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2011,$,investors,$,1/01/2007,1293600000,1.2936,b,1293.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2012,$,investors,$,1/02/2007,4269700000,4.2697,b,4269.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2012,$,investors,$,1/02/2007,1080800000,1.0808,b,1080.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2012,$,investors,$,1/03/2007,4904900000,4.9049,b,4904.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2012,$,investors,$,1/03/2007,1345300000,1.3453,b,1345.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2012,$,investors,$,1/04/2007,5646700000,5.6467,b,5646.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2012,$,investors,$,1/04/2007,1547600000,1.5476,b,1547.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2012,$,investors,$,1/05/2007,5047300000,5.0473,b,5047.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2012,$,investors,$,1/05/2007,1223000000,1.223,b,1223
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2012,$,investors,$,1/06/2007,6287700000,6.2877,b,6287.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2012,$,investors,$,1/06/2007,1629500000,1.6295,b,1629.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2012,$,investors,$,1/07/2007,6204200000,6.2042,b,6204.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2012,$,investors,$,1/07/2007,1765800000,1.7658,b,1765.8
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/07/2012,$,investors,$,1/08/2007,5520900000,5.5209,b,5520.9
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/07/2012,$,investors,$,1/08/2007,1506500000,1.5065,b,1506.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/08/2012,$,investors,$,1/09/2007,5612500000,5.6125,b,5612.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/08/2012,$,investors,$,1/09/2007,1686700000,1.6867,b,1686.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/09/2012,$,investors,$,1/10/2007,5119200000,5.1192,b,5119.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/09/2012,$,investors,$,1/10/2007,1488400000,1.4884,b,1488.4
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/10/2012,$,investors,$,1/11/2007,5738500000,5.7385,b,5738.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/10/2012,$,investors,$,1/11/2007,1580600000,1.5806,b,1580.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/11/2012,$,investors,$,1/12/2007,6228700000,6.2287,b,6228.7
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/11/2012,$,investors,$,1/12/2007,1731900000,1.7319,b,1731.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/12/2012,$,investors,$,1/01/2008,5694600000,5.6946,b,5694.6
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/12/2012,$,investors,$,1/01/2008,1454300000,1.4543,b,1454.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/01/2013,$,investors,$,1/02/2008,5007500000,5.0075,b,5007.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/01/2013,$,investors,$,1/02/2008,1384900000,1.3849,b,1384.9
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/02/2013,$,investors,$,1/03/2008,5381800000,5.3818,b,5381.8
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/02/2013,$,investors,$,1/03/2008,1443500000,1.4435,b,1443.5
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/03/2013,$,investors,$,1/04/2008,6289300000,6.2893,b,6289.3
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/03/2013,$,investors,$,1/04/2008,1573700000,1.5737,b,1573.7
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/04/2013,$,investors,$,1/05/2008,6815500000,6.8155,b,6815.5
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/04/2013,$,investors,$,1/05/2008,1686300000,1.6863,b,1686.3
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/05/2013,$,investors,$,1/06/2008,8024600000,8.0246,b,8024.6
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/05/2013,$,investors,$,1/06/2008,1915600000,1.9156,b,1915.6
Housing Finance,Investor,New loan commitments,Total housing excluding refinancing,Value,1/06/2013,$,investors,$,1/07/2008,7231200000,7.2312,b,7231.2
Housing Finance,Investor,New loan commitments,External refinancing,Value,1/06/2013,$,investors,$,1/07/2008,1932600000,1.9326,b,1932.6
